Order_ID,Order_Date,Shipped_Date,Delivery_Date,Customer_Region,Warehouse,Product_Category,Quantity,Unit_Cost,Total_Cost,Transport_Mode,Carrier_Name,Order_Status,Delivery_Time,Delivery_On_Time,Delay_Days,Delivery_Accuracy,Delivery_Attempts,,,
ORD0376,12-06-2024,15-06-2024,20-06-2024,East,Warehouse D,Apparel,4,139.52,558.08,Air,Delhivery,Delivered,8,N,2,Y,3,,,
ORD0377,03-04-2024,05-04-2024,09-04-2024,East,Warehouse B,Home & Kitchen,3,141.89,425.67,Rail,BlueDart,Delivered,6,Y,0,Y,1,,,
ORD0378,01-09-2024,02-09-2024,07-09-2024,East,Warehouse D,Beauty,5,87.58,437.9,Rail,Shadowfax,Delivered,6,Y,0,N,1,,,
ORD0379,02-06-2024,03-06-2024,06-06-2024,West,Warehouse D,Grocery,4,136.35,545.4,Rail,XpressBees,Delivered,4,N,1,N,1,,,
ORD0380,28-05-2024,30-05-2024,02-06-2024,West,Warehouse C,Electronics,3,84.05,252.15,Rail,XpressBees,Delivered,5,N,1,Y,1,,,
ORD0381,23-09-2024,26-09-2024,26-09-2024,East,Warehouse C,Grocery,3,195.59,586.77,Road,Shadowfax,Delivered,3,Y,0,Y,1,,,
ORD0382,05-08-2024,06-08-2024,13-08-2024,North,Warehouse D,Grocery,2,193.59,387.18,Road,XpressBees,Delivered,8,N,2,Y,3,,,
ORD0383,19-02-2024,21-02-2024,22-02-2024,East,Warehouse B,Beauty,3,162.93,488.79,Air,Shadowfax,Delivered,3,N,1,N,1,,,
ORD0384,26-10-2024,28-10-2024,29-10-2024,West,Warehouse A,Grocery,1,63.49,63.49,Road,BlueDart,Returned,3,Y,0,Y,1,,,
ORD0385,28-07-2024,29-07-2024,02-08-2024,East,Warehouse A,Electronics,1,55.96,55.96,Road,Delhivery,Delivered,5,N,1,Y,1,,,
ORD0386,14-07-2024,17-07-2024,19-07-2024,West,Warehouse D,Home & Kitchen,3,53.01,159.03,Air,EcomExpress,Delivered,5,N,1,Y,1,,,
ORD0387,25-07-2024,28-07-2024,31-07-2024,South,Warehouse B,Beauty,2,136.88,273.76,Air,XpressBees,Delivered,6,N,1,Y,1,,,
ORD0388,28-02-2024,29-02-2024,01-03-2024,South,Warehouse C,Beauty,5,169.25,846.25,Rail,EcomExpress,Delivered,2,Y,0,Y,1,,,
ORD0389,30-11-2024,03-12-2024,06-12-2024,North,Warehouse D,Grocery,5,109.07,545.35,Road,Shadowfax,Delivered,6,N,3,Y,1,,,
ORD0390,23-04-2024,25-04-2024,25-04-2024,South,Warehouse A,Home & Kitchen,5,109.8,549,Rail,BlueDart,Delivered,2,Y,0,Y,1,,,
ORD0391,28-04-2024,01-05-2024,03-05-2024,South,Warehouse C,Beauty,5,141.95,709.75,Road,Shadowfax,Delivered,5,N,2,N,1,,,
ORD0392,05-11-2024,07-11-2024,10-11-2024,North,Warehouse B,Beauty,3,179.58,538.74,Rail,Shadowfax,Delivered,5,Y,0,Y,1,,,
ORD0393,15-03-2024,18-03-2024,22-03-2024,North,Warehouse C,Home & Kitchen,5,131.53,657.65,Air,EcomExpress,Delivered,7,N,1,Y,1,,,
ORD0394,27-03-2024,29-03-2024,04-04-2024,North,Warehouse B,Beauty,3,133.92,401.76,Air,XpressBees,Cancelled,8,N,3,N,1,,,
ORD0395,25-09-2024,27-09-2024,28-09-2024,East,Warehouse A,Beauty,1,10.55,10.55,Rail,BlueDart,Delivered,3,N,1,Y,2,,,
ORD0396,12-11-2024,15-11-2024,15-11-2024,East,Warehouse D,Grocery,2,194.59,389.18,Road,Delhivery,Delivered,3,Y,0,Y,1,,,
ORD0397,19-01-2024,21-01-2024,27-01-2024,East,Warehouse B,Grocery,5,100.11,500.55,Air,Shadowfax,Delivered,8,N,1,Y,2,,,
ORD0398,01-09-2024,03-09-2024,08-09-2024,North,Warehouse D,Apparel,3,170.35,511.05,Road,Delhivery,Delivered,7,Y,0,Y,1,,,
ORD0399,07-07-2024,10-07-2024,11-07-2024,South,Warehouse D,Home & Kitchen,2,65.76,131.52,Air,EcomExpress,Returned,4,Y,0,Y,1,,,
ORD0400,09-05-2024,10-05-2024,15-05-2024,North,Warehouse C,Electronics,5,75.59,377.95,Air,EcomExpress,Delivered,6,N,1,Y,1,,,
ORD0401,01-02-2024,04-02-2024,09-02-2024,West,Warehouse C,Beauty,3,95.61,286.83,Road,XpressBees,Returned,8,N,2,Y,1,,,
ORD0402,09-09-2024,10-09-2024,18-09-2024,North,Warehouse B,Electronics,5,145.67,728.35,Road,EcomExpress,Delivered,9,N,2,Y,2,,,
ORD0403,12-04-2024,14-04-2024,17-04-2024,North,Warehouse A,Apparel,2,147.06,294.12,Rail,BlueDart,Returned,5,N,2,Y,1,,,
ORD0404,01-09-2024,02-09-2024,02-09-2024,South,Warehouse D,Home & Kitchen,1,124.72,124.72,Air,EcomExpress,Delivered,1,N,1,Y,1,,,
ORD0405,10-09-2024,13-09-2024,15-09-2024,South,Warehouse C,Home & Kitchen,2,27.53,55.06,Air,Delhivery,Delivered,5,N,1,Y,2,,,
ORD0406,21-04-2024,23-04-2024,23-04-2024,South,Warehouse C,Apparel,3,77.41,232.23,Rail,Delhivery,Returned,2,Y,0,Y,1,,,
ORD0407,29-05-2024,01-06-2024,02-06-2024,North,Warehouse A,Electronics,3,123.75,371.25,Road,XpressBees,Delivered,4,Y,0,Y,1,,,
ORD0408,25-04-2024,28-04-2024,01-05-2024,South,Warehouse A,Apparel,3,147.55,442.65,Rail,BlueDart,Delivered,6,Y,0,N,1,,,
ORD0409,23-01-2024,26-01-2024,29-01-2024,South,Warehouse C,Grocery,2,12.22,24.44,Air,BlueDart,Delivered,6,N,1,Y,1,,,
ORD0410,13-07-2024,16-07-2024,16-07-2024,West,Warehouse B,Grocery,2,182.93,365.86,Road,EcomExpress,Delivered,3,N,1,Y,1,,,
ORD0411,23-05-2024,24-05-2024,26-05-2024,East,Warehouse B,Apparel,4,83.6,334.4,Rail,XpressBees,Returned,3,N,1,Y,1,,,
ORD0412,04-11-2024,05-11-2024,11-11-2024,South,Warehouse D,Electronics,2,122.15,244.3,Rail,XpressBees,Delivered,7,N,1,Y,1,,,
ORD0413,13-08-2024,14-08-2024,16-08-2024,East,Warehouse D,Electronics,1,91.89,91.89,Air,XpressBees,Delivered,3,N,1,Y,1,,,
ORD0414,02-02-2024,05-02-2024,09-02-2024,East,Warehouse C,Grocery,4,84.67,338.68,Road,BlueDart,Delivered,7,N,1,Y,1,,,
ORD0415,12-08-2024,15-08-2024,20-08-2024,North,Warehouse C,Home & Kitchen,5,179.12,895.6,Rail,BlueDart,Delivered,8,N,1,Y,1,,,
ORD0416,29-10-2024,31-10-2024,01-11-2024,East,Warehouse C,Home & Kitchen,4,11.27,45.08,Rail,Delhivery,Delivered,3,N,1,Y,1,,,
ORD0417,12-01-2024,13-01-2024,18-01-2024,South,Warehouse A,Electronics,5,110.91,554.55,Road,XpressBees,Delivered,6,Y,0,Y,1,,,
ORD0418,08-04-2024,09-04-2024,10-04-2024,West,Warehouse C,Electronics,1,36.71,36.71,Road,Shadowfax,Delivered,2,Y,0,Y,1,,,
ORD0419,09-02-2024,11-02-2024,11-02-2024,East,Warehouse D,Electronics,4,28.87,115.48,Air,Delhivery,Delivered,2,N,2,N,1,,,
ORD0420,01-05-2024,03-05-2024,07-05-2024,North,Warehouse C,Apparel,3,37.94,113.82,Air,XpressBees,Delivered,6,Y,0,Y,2,,,
ORD0421,15-09-2024,16-09-2024,18-09-2024,South,Warehouse A,Grocery,4,69.65,278.6,Road,EcomExpress,Returned,3,Y,0,Y,2,,,
ORD0422,26-12-2024,28-12-2024,30-12-2024,South,Warehouse A,Home & Kitchen,5,125.31,626.55,Rail,EcomExpress,Delivered,4,N,2,Y,3,,,
ORD0423,13-04-2024,14-04-2024,23-04-2024,North,Warehouse C,Grocery,5,39.29,196.45,Rail,EcomExpress,Delivered,10,N,3,Y,1,,,
ORD0424,29-04-2024,02-05-2024,04-05-2024,South,Warehouse A,Electronics,3,77.68,233.04,Air,EcomExpress,Delivered,5,N,1,Y,1,,,
ORD0425,08-01-2024,10-01-2024,12-01-2024,East,Warehouse B,Apparel,4,54.66,218.64,Road,BlueDart,Delivered,4,N,1,Y,1,,,
ORD0426,01-12-2024,04-12-2024,08-12-2024,West,Warehouse B,Apparel,5,94.37,471.85,Air,Delhivery,Delivered,7,N,1,Y,1,,,
ORD0427,27-11-2024,28-11-2024,02-12-2024,South,Warehouse A,Beauty,4,67.09,268.36,Road,EcomExpress,Delivered,5,N,2,Y,1,,,
ORD0428,10-11-2024,13-11-2024,16-11-2024,South,Warehouse C,Electronics,4,171.99,687.96,Road,Shadowfax,Delivered,6,N,2,N,1,,,
ORD0429,17-09-2024,20-09-2024,20-09-2024,South,Warehouse B,Electronics,2,147.21,294.42,Rail,Delhivery,Delivered,3,N,1,Y,1,,,
ORD0430,14-12-2024,15-12-2024,24-12-2024,South,Warehouse D,Grocery,4,20.97,83.88,Road,BlueDart,Delivered,10,N,3,Y,1,,,
ORD0431,07-02-2024,08-02-2024,08-02-2024,East,Warehouse C,Home & Kitchen,3,97.91,293.73,Air,BlueDart,Cancelled,1,N,2,N,2,,,
ORD0432,22-08-2024,23-08-2024,28-08-2024,North,Warehouse B,Grocery,2,103.37,206.74,Road,Delhivery,Delivered,6,N,1,Y,1,,,
ORD0433,25-10-2024,27-10-2024,01-11-2024,East,Warehouse B,Beauty,1,78.83,78.83,Air,Delhivery,Delivered,7,N,1,Y,1,,,
ORD0434,11-09-2024,14-09-2024,14-09-2024,East,Warehouse A,Electronics,4,163.25,653,Air,Delhivery,Delivered,3,Y,0,N,1,,,
ORD0435,26-10-2024,27-10-2024,31-10-2024,West,Warehouse A,Electronics,1,170.92,170.92,Air,Delhivery,Returned,5,Y,0,Y,2,,,
ORD0436,24-03-2024,26-03-2024,28-03-2024,East,Warehouse B,Apparel,5,194.59,972.95,Rail,XpressBees,Delivered,4,Y,0,Y,1,,,
ORD0437,06-03-2024,09-03-2024,07-03-2024,West,Warehouse C,Beauty,3,175.69,527.07,Air,Delhivery,Delivered,1,N,1,Y,1,,,
ORD0438,27-05-2024,28-05-2024,28-05-2024,South,Warehouse C,Home & Kitchen,1,62.96,62.96,Rail,EcomExpress,Delivered,1,N,1,N,1,,,
ORD0439,07-10-2024,09-10-2024,09-10-2024,East,Warehouse C,Grocery,2,167.41,334.82,Rail,EcomExpress,Delivered,2,N,2,Y,1,,,
ORD0440,04-06-2024,07-06-2024,08-06-2024,West,Warehouse D,Grocery,1,23.12,23.12,Air,XpressBees,Delivered,4,N,1,N,2,,,
ORD0441,09-11-2024,11-11-2024,14-11-2024,West,Warehouse A,Home & Kitchen,1,170.73,170.73,Road,Shadowfax,Delivered,5,N,1,Y,1,,,
ORD0442,17-02-2024,20-02-2024,22-02-2024,South,Warehouse B,Electronics,4,87.35,349.4,Road,EcomExpress,Delivered,5,Y,0,Y,1,,,
ORD0443,18-04-2024,20-04-2024,22-04-2024,East,Warehouse A,Grocery,5,142.57,712.85,Road,EcomExpress,Delivered,4,N,1,Y,2,,,
ORD0444,20-06-2024,21-06-2024,24-06-2024,East,Warehouse A,Electronics,1,105.12,105.12,Air,EcomExpress,Delivered,4,N,2,Y,1,,,
ORD0445,02-03-2024,05-03-2024,08-03-2024,South,Warehouse C,Apparel,5,136.7,683.5,Rail,Shadowfax,Delivered,6,Y,0,Y,1,,,
ORD0446,17-12-2024,19-12-2024,19-12-2024,West,Warehouse A,Home & Kitchen,3,14.19,42.57,Air,BlueDart,Delivered,2,Y,0,Y,1,,,
ORD0447,11-08-2024,14-08-2024,14-08-2024,South,Warehouse B,Grocery,5,124.66,623.3,Road,BlueDart,Delivered,3,Y,0,Y,1,,,
ORD0448,09-04-2024,10-04-2024,15-04-2024,East,Warehouse B,Electronics,2,121.31,242.62,Rail,Shadowfax,Delivered,6,N,1,Y,1,,,
ORD0449,14-08-2024,15-08-2024,16-08-2024,South,Warehouse B,Beauty,4,54.58,218.32,Air,XpressBees,Delivered,2,Y,0,Y,1,,,
ORD0450,07-08-2024,09-08-2024,11-08-2024,North,Warehouse B,Beauty,3,157.32,471.96,Road,EcomExpress,Delivered,4,Y,0,Y,1,,,
ORD0451,13-05-2024,14-05-2024,16-05-2024,South,Warehouse C,Electronics,2,147.13,294.26,Road,BlueDart,Delivered,3,Y,0,Y,1,,,
ORD0452,18-03-2024,19-03-2024,23-03-2024,East,Warehouse A,Apparel,5,18.9,94.5,Road,XpressBees,Delivered,5,Y,0,Y,1,,,
ORD0453,26-08-2024,27-08-2024,29-08-2024,West,Warehouse C,Apparel,1,74.67,74.67,Road,XpressBees,Returned,3,N,1,Y,2,,,
ORD0454,28-07-2024,29-07-2024,31-07-2024,East,Warehouse C,Home & Kitchen,3,61.37,184.11,Rail,BlueDart,Delivered,3,N,1,Y,1,,,
ORD0455,10-12-2024,12-12-2024,16-12-2024,South,Warehouse D,Home & Kitchen,5,90.25,451.25,Air,Shadowfax,Delivered,6,N,1,N,1,,,
ORD0456,20-07-2024,22-07-2024,27-07-2024,South,Warehouse C,Grocery,2,117.28,234.56,Air,Delhivery,Returned,7,Y,0,Y,1,,,
ORD0457,18-05-2024,21-05-2024,21-05-2024,East,Warehouse D,Apparel,5,145.48,727.4,Air,BlueDart,Delivered,3,Y,0,N,1,,,
ORD0458,20-08-2024,21-08-2024,23-08-2024,South,Warehouse C,Electronics,1,66.63,66.63,Air,Delhivery,Delivered,3,N,2,Y,1,,,
ORD0459,07-06-2024,09-06-2024,11-06-2024,North,Warehouse C,Grocery,5,104.73,523.65,Road,XpressBees,Delivered,4,Y,0,Y,1,,,
ORD0460,13-02-2024,14-02-2024,16-02-2024,West,Warehouse C,Home & Kitchen,3,80.26,240.78,Air,Delhivery,Delivered,3,Y,0,Y,1,,,
ORD0461,03-07-2024,04-07-2024,09-07-2024,West,Warehouse B,Home & Kitchen,2,50.28,100.56,Air,BlueDart,Delivered,6,N,1,Y,2,,,
ORD0462,24-08-2024,26-08-2024,29-08-2024,East,Warehouse A,Home & Kitchen,5,153.26,766.3,Rail,Shadowfax,Delivered,5,Y,0,Y,2,,,
ORD0463,15-11-2024,18-11-2024,19-11-2024,North,Warehouse A,Home & Kitchen,3,69.97,209.91,Air,EcomExpress,Delivered,4,Y,0,Y,1,,,
ORD0464,30-06-2024,02-07-2024,07-07-2024,South,Warehouse A,Electronics,4,26.21,104.84,Rail,Delhivery,Delivered,7,Y,0,Y,2,,,
ORD0465,14-03-2024,15-03-2024,20-03-2024,North,Warehouse B,Electronics,5,60.84,304.2,Road,XpressBees,Delivered,6,N,3,Y,1,,,
ORD0466,08-06-2024,09-06-2024,14-06-2024,North,Warehouse A,Home & Kitchen,1,33.63,33.63,Road,XpressBees,Delivered,6,Y,0,Y,1,,,
ORD0467,03-02-2024,04-02-2024,09-02-2024,West,Warehouse C,Beauty,4,11.89,47.56,Rail,XpressBees,Delivered,6,N,1,N,1,,,
ORD0468,12-09-2024,13-09-2024,20-09-2024,South,Warehouse C,Apparel,4,96.43,385.72,Road,BlueDart,Delivered,8,N,2,Y,1,,,
ORD0469,13-11-2024,16-11-2024,16-11-2024,North,Warehouse C,Grocery,5,24.51,122.55,Road,XpressBees,Delivered,3,N,1,Y,1,,,
ORD0470,21-02-2024,24-02-2024,25-02-2024,South,Warehouse C,Home & Kitchen,5,74.94,374.7,Air,EcomExpress,Delivered,4,Y,0,Y,1,,,
ORD0471,14-07-2024,16-07-2024,22-07-2024,West,Warehouse D,Beauty,3,135.97,407.91,Road,XpressBees,Delivered,8,N,1,Y,1,,,
ORD0472,04-05-2024,06-05-2024,09-05-2024,North,Warehouse A,Apparel,1,125.17,125.17,Air,Delhivery,Delivered,5,N,1,Y,1,,,
ORD0473,07-07-2024,10-07-2024,09-07-2024,East,Warehouse B,Apparel,5,53.36,266.8,Road,EcomExpress,Delivered,2,N,1,Y,1,,,
ORD0474,05-08-2024,06-08-2024,08-08-2024,East,Warehouse C,Grocery,2,120.62,241.24,Road,EcomExpress,Cancelled,3,N,1,N,1,,,
ORD0475,21-07-2024,24-07-2024,26-07-2024,North,Warehouse B,Electronics,3,192.93,578.79,Road,Delhivery,Delivered,5,N,2,Y,1,,,
ORD0476,29-08-2024,30-08-2024,03-09-2024,East,Warehouse B,Beauty,2,180.25,360.5,Rail,BlueDart,Delivered,5,Y,0,Y,1,,,
ORD0477,19-08-2024,22-08-2024,24-08-2024,North,Warehouse B,Apparel,4,83.75,335,Rail,Delhivery,Delivered,5,N,2,Y,1,,,
ORD0478,08-02-2024,09-02-2024,13-02-2024,North,Warehouse C,Apparel,4,112.37,449.48,Rail,EcomExpress,Delivered,5,N,1,Y,1,,,
ORD0479,11-03-2024,13-03-2024,13-03-2024,South,Warehouse B,Beauty,4,129.88,519.52,Rail,Shadowfax,Delivered,2,N,1,Y,3,,,
ORD0480,08-02-2024,09-02-2024,15-02-2024,South,Warehouse B,Grocery,5,190.32,951.6,Road,Shadowfax,Cancelled,7,N,1,N,2,,,
ORD0481,19-10-2024,22-10-2024,24-10-2024,West,Warehouse A,Beauty,2,44.26,88.52,Road,Shadowfax,Delivered,5,N,3,Y,2,,,
ORD0482,07-12-2024,09-12-2024,13-12-2024,West,Warehouse A,Beauty,5,19.5,97.5,Rail,EcomExpress,Delivered,6,N,1,N,1,,,
ORD0483,02-10-2024,05-10-2024,08-10-2024,West,Warehouse D,Beauty,4,135.23,540.92,Air,XpressBees,Delivered,6,N,1,Y,1,,,
ORD0484,14-12-2024,15-12-2024,21-12-2024,South,Warehouse C,Electronics,3,196.42,589.26,Air,Shadowfax,Delivered,7,Y,0,Y,1,,,
ORD0485,03-03-2024,06-03-2024,08-03-2024,West,Warehouse D,Apparel,2,196.42,392.84,Road,XpressBees,Delivered,5,N,1,Y,2,,,
ORD0486,25-01-2024,26-01-2024,26-01-2024,West,Warehouse B,Grocery,3,85.09,255.27,Rail,XpressBees,Cancelled,1,N,1,N,1,,,
ORD0487,28-07-2024,29-07-2024,31-07-2024,East,Warehouse D,Apparel,4,56.99,227.96,Road,EcomExpress,Delivered,3,N,1,Y,1,,,
ORD0488,23-04-2024,26-04-2024,27-04-2024,South,Warehouse A,Apparel,5,104.79,523.95,Road,XpressBees,Delivered,4,N,1,Y,1,,,
ORD0489,19-02-2024,20-02-2024,20-02-2024,West,Warehouse D,Grocery,2,162.9,325.8,Road,EcomExpress,Delivered,1,N,1,Y,1,,,
ORD0490,08-12-2024,10-12-2024,15-12-2024,South,Warehouse D,Grocery,3,58.23,174.69,Road,XpressBees,Delivered,7,N,1,Y,2,,,
ORD0491,13-12-2024,15-12-2024,15-12-2024,South,Warehouse A,Apparel,4,64.89,259.56,Rail,BlueDart,Delivered,2,Y,0,N,3,,,
ORD0492,06-11-2024,08-11-2024,10-11-2024,South,Warehouse B,Electronics,5,101.49,507.45,Rail,XpressBees,Delivered,4,Y,0,Y,1,,,
ORD0493,10-10-2024,13-10-2024,13-10-2024,West,Warehouse C,Apparel,3,62.35,187.05,Rail,Shadowfax,Delivered,3,Y,0,N,1,,,
ORD0494,02-02-2024,04-02-2024,07-02-2024,South,Warehouse D,Beauty,2,134.76,269.52,Road,EcomExpress,Delivered,5,N,1,Y,2,,,
ORD0495,14-01-2024,17-01-2024,21-01-2024,North,Warehouse B,Beauty,2,169.57,339.14,Rail,BlueDart,Delivered,7,Y,0,Y,3,,,
ORD0496,03-12-2024,04-12-2024,08-12-2024,South,Warehouse B,Apparel,5,52.73,263.65,Air,XpressBees,Delivered,5,Y,0,Y,1,,,
ORD0497,05-09-2024,07-09-2024,07-09-2024,East,Warehouse D,Grocery,4,154.17,616.68,Road,EcomExpress,Delivered,2,Y,0,Y,2,,,
ORD0498,21-03-2024,22-03-2024,22-03-2024,North,Warehouse B,Home & Kitchen,5,89.7,448.5,Road,BlueDart,Delivered,1,N,1,Y,1,,,
ORD0499,25-06-2024,27-06-2024,02-07-2024,North,Warehouse D,Apparel,5,58.51,292.55,Rail,Delhivery,Delivered,7,Y,0,Y,1,,,
ORD0500,21-09-2024,22-09-2024,24-09-2024,East,Warehouse D,Grocery,3,23.11,69.33,Road,BlueDart,Returned,3,N,1,Y,1,,,
ORD0501,07-04-2024,10-04-2024,08-04-2024,North,Warehouse A,Grocery,5,148.08,740.4,Air,BlueDart,Delivered,1,N,1,Y,2,,,
ORD0502,21-07-2024,22-07-2024,29-07-2024,East,Warehouse D,Grocery,1,112.43,112.43,Rail,Delhivery,Delivered,8,N,1,Y,1,,,
ORD0503,16-09-2024,17-09-2024,20-09-2024,East,Warehouse C,Apparel,1,10,10,Rail,XpressBees,Delivered,4,Y,0,Y,1,,,
ORD0504,10-01-2024,12-01-2024,11-01-2024,East,Warehouse C,Apparel,5,67.75,338.75,Rail,EcomExpress,Delivered,1,N,2,Y,1,,,
ORD0505,01-05-2024,03-05-2024,03-05-2024,West,Warehouse B,Home & Kitchen,3,135.98,407.94,Air,Delhivery,Delivered,2,N,2,Y,1,,,
ORD0506,22-03-2024,23-03-2024,29-03-2024,West,Warehouse C,Beauty,5,145.4,727,Rail,BlueDart,Delivered,7,Y,0,Y,1,,,
ORD0507,06-09-2024,07-09-2024,12-09-2024,North,Warehouse D,Grocery,4,197.12,788.48,Air,Delhivery,Delivered,6,N,1,Y,1,,,
ORD0508,09-08-2024,12-08-2024,16-08-2024,South,Warehouse C,Apparel,3,88.75,266.25,Rail,BlueDart,Delivered,7,N,2,Y,1,,,
ORD0509,28-11-2024,30-11-2024,02-12-2024,North,Warehouse A,Beauty,1,190.92,190.92,Rail,XpressBees,Delivered,4,N,1,Y,1,,,
ORD0510,21-05-2024,23-05-2024,27-05-2024,North,Warehouse C,Apparel,1,34.69,34.69,Road,Shadowfax,Delivered,6,Y,0,Y,1,,,
ORD0511,05-06-2024,08-06-2024,09-06-2024,West,Warehouse C,Home & Kitchen,1,187.26,187.26,Air,BlueDart,Delivered,4,Y,0,Y,1,,,
ORD0512,01-09-2024,04-09-2024,06-09-2024,West,Warehouse D,Grocery,1,33.19,33.19,Road,EcomExpress,Delivered,5,N,1,Y,1,,,
ORD0513,10-06-2024,13-06-2024,15-06-2024,North,Warehouse A,Home & Kitchen,1,47.1,47.1,Rail,XpressBees,Delivered,5,Y,0,Y,3,,,
ORD0514,28-07-2024,29-07-2024,02-08-2024,North,Warehouse D,Beauty,1,148.14,148.14,Air,XpressBees,Delivered,5,N,1,N,1,,,
ORD0515,15-07-2024,16-07-2024,21-07-2024,North,Warehouse D,Home & Kitchen,4,159.38,637.52,Air,Shadowfax,Delivered,6,Y,0,Y,1,,,
ORD0516,10-10-2024,12-10-2024,16-10-2024,South,Warehouse D,Grocery,2,127.02,254.04,Rail,EcomExpress,Delivered,6,N,1,Y,1,,,
ORD0517,02-12-2024,04-12-2024,07-12-2024,East,Warehouse C,Electronics,1,111.52,111.52,Air,BlueDart,Delivered,5,N,1,Y,1,,,
ORD0518,11-09-2024,12-09-2024,18-09-2024,South,Warehouse D,Apparel,5,192.69,963.45,Road,BlueDart,Delivered,7,N,1,N,1,,,
ORD0519,25-10-2024,26-10-2024,29-10-2024,East,Warehouse B,Apparel,1,39.88,39.88,Air,EcomExpress,Delivered,4,N,1,Y,2,,,
ORD0520,23-07-2024,25-07-2024,30-07-2024,West,Warehouse A,Electronics,5,23.47,117.35,Road,Shadowfax,Delivered,7,N,2,N,2,,,
ORD0521,29-10-2024,01-11-2024,29-10-2024,South,Warehouse D,Electronics,3,12.31,36.93,Road,EcomExpress,Delivered,0,N,2,Y,1,,,
ORD0522,24-12-2024,26-12-2024,30-12-2024,West,Warehouse D,Grocery,3,46.37,139.11,Air,EcomExpress,Delivered,6,Y,0,N,1,,,
ORD0523,16-06-2024,18-06-2024,19-06-2024,West,Warehouse D,Home & Kitchen,5,22.99,114.95,Air,BlueDart,Delivered,3,N,1,Y,1,,,
ORD0524,17-01-2024,20-01-2024,22-01-2024,West,Warehouse B,Beauty,5,23.7,118.5,Road,EcomExpress,Delivered,5,N,2,Y,3,,,
ORD0525,17-03-2024,18-03-2024,26-03-2024,West,Warehouse B,Home & Kitchen,3,159.2,477.6,Air,BlueDart,Delivered,9,N,3,N,1,,,
ORD0526,25-05-2024,27-05-2024,27-05-2024,East,Warehouse C,Apparel,1,196.27,196.27,Air,XpressBees,Delivered,2,N,1,Y,1,,,
ORD0527,11-03-2024,12-03-2024,11-03-2024,South,Warehouse A,Grocery,5,196,980,Air,Shadowfax,Delivered,0,N,2,Y,1,,,
ORD0528,23-08-2024,26-08-2024,28-08-2024,North,Warehouse B,Beauty,1,85.55,85.55,Road,XpressBees,Delivered,5,Y,0,Y,1,,,
ORD0529,08-10-2024,11-10-2024,11-10-2024,South,Warehouse C,Beauty,4,114.43,457.72,Air,Delhivery,Delivered,3,Y,0,Y,1,,,
ORD0530,02-02-2024,04-02-2024,07-02-2024,South,Warehouse A,Grocery,4,66.49,265.96,Rail,Shadowfax,Delivered,5,Y,0,Y,1,,,
ORD0531,18-07-2024,20-07-2024,21-07-2024,South,Warehouse B,Home & Kitchen,5,12.87,64.35,Road,BlueDart,Cancelled,3,N,1,N,1,,,
ORD0532,21-10-2024,22-10-2024,30-10-2024,West,Warehouse B,Apparel,1,109.89,109.89,Road,EcomExpress,Delivered,9,N,2,Y,1,,,
ORD0533,19-08-2024,20-08-2024,25-08-2024,North,Warehouse A,Grocery,1,39.42,39.42,Rail,Shadowfax,Returned,6,Y,0,Y,2,,,
ORD0534,24-01-2024,27-01-2024,31-01-2024,East,Warehouse D,Home & Kitchen,4,143.22,572.88,Air,EcomExpress,Delivered,7,Y,0,Y,1,,,
ORD0535,12-07-2024,13-07-2024,20-07-2024,South,Warehouse B,Beauty,1,112.98,112.98,Rail,EcomExpress,Returned,8,N,1,Y,1,,,
ORD0536,25-04-2024,26-04-2024,01-05-2024,South,Warehouse D,Electronics,1,104.63,104.63,Road,Shadowfax,Delivered,6,N,1,Y,2,,,
ORD0537,03-03-2024,05-03-2024,09-03-2024,North,Warehouse C,Home & Kitchen,1,92.46,92.46,Rail,Delhivery,Delivered,6,Y,0,Y,1,,,
ORD0538,12-04-2024,13-04-2024,17-04-2024,North,Warehouse C,Apparel,4,126.53,506.12,Air,EcomExpress,Delivered,5,Y,0,Y,1,,,
ORD0539,29-07-2024,01-08-2024,05-08-2024,South,Warehouse A,Apparel,1,165.49,165.49,Air,Delhivery,Delivered,7,Y,0,N,1,,,
ORD0540,22-10-2024,23-10-2024,28-10-2024,West,Warehouse D,Apparel,5,24.66,123.3,Air,BlueDart,Returned,6,Y,0,Y,1,,,
ORD0541,23-03-2024,26-03-2024,29-03-2024,South,Warehouse B,Home & Kitchen,1,137.85,137.85,Road,Delhivery,Delivered,6,Y,0,N,2,,,
ORD0542,17-07-2024,18-07-2024,22-07-2024,South,Warehouse B,Grocery,3,103.77,311.31,Air,BlueDart,Delivered,5,N,1,Y,1,,,
ORD0543,03-07-2024,04-07-2024,09-07-2024,North,Warehouse A,Apparel,3,109.08,327.24,Air,XpressBees,Delivered,6,N,1,Y,2,,,
ORD0544,09-07-2024,12-07-2024,14-07-2024,South,Warehouse D,Grocery,1,73.39,73.39,Air,BlueDart,Returned,5,N,1,N,2,,,
ORD0545,04-11-2024,07-11-2024,08-11-2024,East,Warehouse D,Apparel,3,96.33,288.99,Rail,BlueDart,Delivered,4,Y,0,Y,1,,,
ORD0546,28-06-2024,29-06-2024,30-06-2024,South,Warehouse B,Beauty,4,111.65,446.6,Rail,XpressBees,Delivered,2,Y,0,Y,1,,,
ORD0547,28-02-2024,29-02-2024,02-03-2024,West,Warehouse C,Apparel,3,123.78,371.34,Air,Shadowfax,Delivered,3,N,1,Y,1,,,
